overall,reviewText,summary
3,"Nice bag but the handle is WAY too short. We are actually going to have to buy another bag because this one is just not functional. My daughter has to stoop over to pull it. Other than that, no worries.",Just one complaint.
3,"returned, as it didn't fit right",Three Stars
3,It's too big! Should've ordered a small....,Ehhh
3,Loved the dress but super tight from the top,Three Stars
3,Poor quality. I can see through the shirt and it runs small,Three Stars
3,"I would have given these shoes more stars but I am currently in the stage of breaking them in and they are a bit uncomfortable (I may update later).

I am normally a 10.5 and after reading many reviews and buying Clarks brand before, I know that I should buy a half size down.  Glad I did because these fit snugly.  Since I am not used to wearing a skinny heel, they are taking a bit to get used to.  Pressure rests on the foot in different places with different types of heels, so my feet are hurting after standing for a short period of time.  I have a standing desk at work and I had to take them off after 45 minutes.

What I like...
1) Padding around the back of the heel has great support and also the padding for the ball and toe area due to the 1/2 inch platform underneath.
2) Black suede material is soft, style of shoe is cute and professional (I'd suggest buying a spray suede protectant and cleaning kit)
3) Goes with anything in my closet

Hoping that once I break these in, I will fall in love.  But for now, until my comfort level has increased, these shoes are okay.",Crossing fingers that the comfort level will increase with time...
3,the bra is weird but cute,ehhhh
3,"Nice looking wedges. However, after a few hours, there is quite a lot of pinching in the toe area. I was limping by the end of the work day.",Nice looking wedges
3,Un poco defectoso el siper,Three Stars
3,"They are comfortable and worth purchasing, and definitely do a good job of keeping the rain out, but were a little bigger and wider than I was expecting. The polka dots also started rubbing off within a week of purchasing.",Wider than expected
3,"By looking at the picture of earrings on website, it felt to be a big sized earrings. But when I actually received it, I was a bit disappointed, it was so tiny. It looks quite small when I wear it in my ears. Though the pattern is nice, the tiny structure overshadows its positives.",Too small a size for my ears..
3,Love this shirt but it does run small and us a little short too so buy a size up!,Too small
3,Very very very expensive. And ver well made. But...  Very long sleeves.,Three Stars
3,I have had these for a few months. After a couple of uses the sole lifted and the inside leather upper started to detach. Shoes are cute but they are not made well. (pretty surprising for seychelles),May come apart after a few uses
3,when got the shorts today the hole where the button goes through was not cut out so now i have to cut them without ripping them. :(,when got the shorts today the hole where the button ...
3,Stretches easily,Three Stars
3,"A little small, but tights make it work.","Three Stars,"
3,Looked really cute on my 10-year old; she wore it 3x over the holiday season without any issues.,Three Stars
3,Way big!!!!! Returned them,Three Stars
3,"WAY small! I am 5'9"", about 140lbs, and ordered a L thinking there was no way that wouldn't be long enough for my torso. Way too small lengthwise, and almost too big around. I was intending to wear it as a Halloween costume and there was no way at all. Also, the side boob was a bit much, I would have popped out if I moved my arms at all. Perhaps I'm just not the body type for this particular one piece! However, the return process was very easy. :)",the return process was very easy.: )
3,Nice quality but posts are too long.,Three Stars
3,"Beware, contrary to the bullet point description (at the top of the listing), the lenses are NOT glass, as confirmed by the manufacturer's website. It looks great fashionwise, but functionally (i.e., optically, based on my visual experience)  it's mediocre and not better than many cheaper brands.",Lenses are NOT glass
3,Just as pictured,Three Stars
3,"The quality is fair, but the fit is way too large. Larger than any other Steve Madden shoe I've owned.

Comes with extra laces which is nice, I'm going to try a half size down. However, the half size is a difference of 30 bucks and change!",Runs Large and Long.
3,"Little short in the length of the torso, but manageable.",Three Stars
3,"The fabric is very thin so beware if you have any lumps and bumps! Also, it is not dressy. Fine for around the house or running errands but wouldn't purchase again.",Thin fabric
3,"These are nice, but not my favorite Amazon Collection earrings. I think they look fairly different from the product picture - the top stone is pale blue, which I can see now, but looked more white to me in the image. In reality, the purple and red are nearly identical. They are, as always, smaller than pictured - slightly larger than pinky-ring-sized.

I'm most disappointed by the fact that in person, these look much more gold and much less sparkly than in the image. The clasp is secure now, but this type tends to separate at the back, so be careful. The front of the earring is heavier than the back, so mine do tend to slide forward, leaving the post visible.

I've worn these a few times, but I don't see them going into heavy rotation.",Less Sparkly Than Advertised
